date,product_name,quantity,unit_price,total_price
2023-02-21,Paper Clips,30,8.56,256.8
2023-01-15,Pen,32,8.99,287.68
2023-05-07,Paper Clips,74,3.96,293.04
2023-03-30,Tape,18,4.55,81.9
2023-02-04,Calculator,43,6.04,259.72
2023-04-21,Ruler,30,6.39,191.7
2023-03-22,Markers,61,8.19,499.59
2023-05-25,Tape,5,5.92,29.6
2023-03-31,Ruler,77,4.63,356.51
2023-04-11,Calculator,73,9.85,719.05
2023-02-23,Notebook,7,3.8,26.6
2023-05-30,Stapler,96,5.48,526.08
2023-03-07,Ruler,29,1.87,54.23
2023-01-29,Pencil,11,6.74,74.14
2023-04-21,Tape,6,4.19,25.14
2023-05-14,Paper Clips,3,9.31,27.93
2023-03-22,Tape,39,3.66,142.74
2023-02-12,Ruler,50,7.2,360.0
2023-03-13,Tape,69,5.51,380.19
2023-03-06,Eraser,51,8.23,419.73
2023-01-20,Stapler,21,2.67,56.07
2023-01-15,Scissors,97,1.1,106.7
2023-05-24,Notebook,70,7.89,552.3
2023-01-21,Tape,21,6.49,136.29
2023-05-26,Notebook,23,8.97,206.31
2023-01-28,Markers,93,3.08,286.44
2023-03-21,Calculator,27,9.56,258.12
2023-02-02,Scissors,14,1.84,25.76
2023-02-12,Notebook,27,4.24,114.48
2023-02-01,Scissors,77,5.85,450.45
2023-01-23,Calculator,30,9.91,297.3
2023-04-10,Scissors,80,4.03,322.4
2023-05-02,Paper Clips,41,5.59,229.19
2023-05-28,Ruler,54,2.49,134.46
2023-02-05,Highlighter,28,9.96,278.88
2023-03-06,Ruler,36,2.82,101.52
2023-02-16,Scissors,77,1.17,90.09
2023-04-25,Stapler,92,7.94,730.48
2023-02-12,Stapler,6,1.62,9.72
2023-05-12,Eraser,74,8.06,596.44
2023-01-24,Pencil,40,9.61,384.4
2023-01-01,Pen,86,7.21,620.06
2023-03-23,Calculator,40,7.93,317.2
2023-02-02,Ruler,56,6.95,389.2
2023-04-05,Tape,46,8.15,374.9
2023-02-25,Markers,33,7.43,245.19
2023-01-11,Calculator,69,2.79,192.51
2023-05-22,Ruler,91,2.49,226.59
2023-04-08,Stapler,82,8.25,676.5
2023-04-16,Scissors,75,1.59,119.25
2023-01-05,Eraser,100,4.41,441.0
2023-04-26,Scissors,42,4.2,176.4
2023-04-03,Pencil,3,4.84,14.52
2023-04-28,Notebook,41,9.74,399.34
2023-04-27,Calculator,40,1.26,50.4
2023-03-18,Calculator,38,8.23,312.74
2023-02-10,Tape,73,6.58,480.34
2023-01-11,Pen,42,6.96,292.32
2023-04-11,Markers,38,4.93,187.34
2023-02-05,Pencil,60,4.37,262.2
2023-02-21,Eraser,46,1.02,46.92
2023-03-24,Calculator,33,7.94,262.02
2023-05-28,Tape,56,3.13,175.28
2023-04-25,Ruler,70,8.63,604.1
2023-01-31,Tape,83,3.05,253.15
2023-04-10,Notebook,53,5.76,305.28
2023-03-22,Calculator,16,5.68,90.88
2023-03-04,Markers,89,7.53,670.17
2023-02-01,Eraser,50,7.34,367.0
2023-02-01,Pen,46,1.96,90.16
2023-04-08,Markers,50,8.51,425.5
2023-04-10,Scissors,83,2.07,171.81
2023-03-31,Notebook,70,4.59,321.3
2023-02-23,Calculator,12,8.88,106.56
2023-03-16,Highlighter,56,8.06,451.36
2023-05-30,Pen,96,7.2,691.2
2023-02-10,Ruler,28,4.32,120.96
2023-03-08,Scissors,94,2.5,235.0
2023-04-30,Eraser,52,2.44,126.88
2023-04-16,Highlighter,93,9.23,858.39
2023-03-14,Pencil,5,9.13,45.65
2023-03-08,Scissors,43,1.07,46.01
2023-01-02,Stapler,18,3.35,60.3
2023-05-09,Pencil,47,5.85,274.95
2023-05-16,Pen,2,6.83,13.66
2023-04-28,Pen,61,7.77,473.97
2023-05-23,Pencil,88,1.18,103.84
2023-05-04,Eraser,21,5.29,111.09
2023-02-28,Notebook,47,1.23,57.81
2023-02-20,Highlighter,85,9.85,837.25
2023-03-06,Highlighter,94,2.96,278.24
2023-03-18,Ruler,26,1.63,42.38
2023-02-22,Markers,97,2.17,210.49
2023-04-15,Paper Clips,96,2.18,209.28
2023-01-17,Calculator,93,8.37,778.41
2023-05-14,Stapler,27,1.37,36.99
2023-02-28,Markers,62,4.85,300.7
2023-03-06,Scissors,55,7.31,402.05
2023-04-11,Ruler,99,9.08,898.92
2023-01-09,Highlighter,48,6.29,301.92
2023-03-15,Pen,23,6.56,150.88
2023-04-02,Stapler,75,5.02,376.5
2023-04-22,Markers,97,4.71,456.87
2023-01-31,Notebook,10,6.44,64.4
2023-02-05,Ruler,49,4.22,206.78
2023-03-27,Calculator,79,4.51,356.29
2023-02-07,Ruler,88,5.55,488.4
2023-04-18,Pencil,94,2.43,228.42
2023-05-02,Pen,98,3.58,350.84
2023-02-03,Eraser,75,2.15,161.25
2023-04-15,Paper Clips,83,8.73,724.59
2023-05-12,Highlighter,24,3.66,87.84
2023-02-07,Ruler,5,1.96,9.8
2023-02-05,Pencil,25,1.09,27.25
2023-04-19,Eraser,47,4.97,233.59
2023-05-13,Tape,65,6.84,444.6
2023-05-02,Calculator,28,6.4,179.2
2023-03-31,Stapler,100,3.12,312.0
2023-03-03,Notebook,75,7.46,559.5
2023-05-24,Markers,21,4.15,87.15
2023-02-12,Notebook,73,6.65,485.45
2023-03-09,Scissors,87,5.42,471.54
2023-01-24,Pencil,22,8.8,193.6
2023-04-07,Scissors,77,7.15,550.55
2023-03-03,Highlighter,18,7.38,132.84
2023-04-21,Pencil,84,5.68,477.12
2023-03-19,Pen,71,7.2,511.2
2023-02-09,Highlighter,20,6.97,139.4
2023-02-10,Eraser,56,4.24,237.44
2023-03-21,Notebook,45,6.78,305.1
2023-02-26,Eraser,16,6.45,103.2
2023-03-09,Ruler,20,5.92,118.4
2023-02-27,Pen,72,7.21,519.12
2023-05-29,Pencil,63,1.63,102.69
2023-02-02,Stapler,86,7.86,675.96
2023-02-11,Markers,99,9.22,912.78
2023-01-25,Pen,57,1.42,80.94
2023-05-19,Markers,78,2.33,181.74
2023-02-20,Stapler,8,5.2,41.6
2023-02-18,Pencil,83,2.12,175.96
2023-04-06,Highlighter,60,2.63,157.8
2023-01-18,Tape,24,8.28,198.72
2023-01-26,Highlighter,63,10.0,630.0
2023-05-13,Scissors,51,8.61,439.11
2023-03-22,Notebook,30,5.76,172.8
2023-01-10,Pencil,19,1.0,19.0
2023-03-30,Pen,15,8.6,129.0
2023-01-06,Eraser,64,8.71,557.44
2023-04-18,Pencil,94,7.38,693.72
2023-01-03,Pencil,54,1.28,69.12
2023-04-01,Markers,71,1.92,136.32
2023-03-16,Paper Clips,28,9.8,274.4
2023-04-16,Highlighter,59,3.55,209.45
2023-05-21,Pencil,64,6.43,411.52
2023-03-18,Markers,91,8.59,781.69
2023-01-02,Paper Clips,85,7.64,649.4
2023-05-07,Pencil,49,9.56,468.44
2023-05-18,Markers,90,2.36,212.4
2023-03-18,Scissors,59,4.66,274.94
2023-05-11,Pencil,23,9.07,208.61
2023-02-22,Scissors,6,9.03,54.18
2023-03-20,Eraser,94,8.29,779.26
2023-05-06,Pencil,83,8.41,698.03
2023-03-19,Eraser,33,1.91,63.03
2023-05-20,Scissors,73,2.11,154.03
2023-01-18,Stapler,61,6.25,381.25
2023-05-23,Paper Clips,76,7.82,594.32
2023-01-31,Notebook,65,9.27,602.55
2023-05-27,Tape,99,9.4,930.6
2023-02-10,Pencil,21,2.89,60.69
2023-04-17,Paper Clips,76,3.78,287.28
2023-01-23,Ruler,71,2.59,183.89
2023-05-14,Paper Clips,62,6.06,375.72
2023-03-10,Paper Clips,99,2.07,204.93
2023-05-17,Notebook,71,4.57,324.47
2023-02-26,Tape,4,3.51,14.04
2023-02-19,Notebook,32,9.11,291.52
2023-03-20,Calculator,18,2.24,40.32
2023-05-28,Highlighter,88,2.64,232.32
2023-02-05,Eraser,48,6.12,293.76
2023-03-14,Eraser,77,5.22,401.94
2023-02-02,Calculator,60,8.61,516.6
2023-03-11,Highlighter,35,1.55,54.25
2023-03-29,Pen,94,6.88,646.72
2023-04-15,Paper Clips,24,6.26,150.24
2023-02-20,Tape,36,3.84,138.24
2023-03-25,Highlighter,46,5.58,256.68
2023-01-25,Pen,52,7.7,400.4
2023-01-10,Notebook,5,7.99,39.95
2023-05-07,Eraser,74,1.05,77.7
2023-01-22,Eraser,60,3.83,229.8
2023-01-17,Ruler,16,1.62,25.92
2023-01-31,Notebook,78,1.04,81.12
2023-04-14,Stapler,60,4.71,282.6
2023-02-23,Calculator,34,6.71,228.14
2023-03-14,Notebook,83,3.51,291.33
2023-04-04,Calculator,2,4.39,8.78
2023-04-02,Ruler,85,8.48,720.8
2023-02-18,Stapler,48,7.22,346.56
2023-04-25,Stapler,60,9.93,595.8
2023-02-17,Pencil,50,3.69,184.5
2023-03-20,Eraser,20,9.96,199.2
2023-04-09,Eraser,50,9.47,473.5
2023-02-27,Stapler,84,1.62,136.08
2023-04-16,Tape,95,9.43,895.85
2023-01-04,Pencil,58,3.5,203.0
2023-02-14,Tape,71,8.48,602.08
2023-01-06,Markers,58,2.85,165.3
2023-05-18,Stapler,69,5.78,398.82
2023-04-21,Markers,88,6.98,614.24
2023-04-16,Markers,61,4.05,247.05
2023-05-23,Paper Clips,43,7.91,340.13
2023-01-05,Ruler,88,5.71,502.48
2023-03-28,Paper Clips,59,3.01,177.59
2023-03-01,Paper Clips,72,8.93,642.96
2023-01-15,Calculator,48,4.8,230.4
2023-03-09,Pencil,24,2.39,57.36
2023-01-10,Pen,94,8.75,822.5
2023-01-11,Eraser,13,7.35,95.55
2023-04-04,Pen,63,6.3,396.9
2023-02-19,Notebook,43,3.65,156.95
2023-05-10,Notebook,6,3.02,18.12
2023-05-29,Stapler,5,2.3,11.5
2023-04-09,Calculator,47,2.48,116.56
2023-02-15,Markers,28,7.87,220.36
2023-01-12,Pencil,43,1.93,82.99
2023-03-21,Tape,43,6.29,270.47
2023-03-22,Stapler,71,7.33,520.43
2023-05-13,Pen,93,6.04,561.72
2023-02-24,Stapler,6,3.57,21.42
2023-05-14,Pen,55,6.27,344.85
2023-05-02,Stapler,38,6.61,251.18
2023-04-17,Pencil,38,2.46,93.48
2023-01-01,Highlighter,57,5.76,328.32
2023-05-18,Highlighter,49,6.07,297.43
2023-05-12,Paper Clips,21,4.44,93.24
2023-01-22,Pen,74,1.76,130.24
2023-05-19,Tape,11,4.3,47.3
2023-05-29,Scissors,61,9.0,549.0
2023-05-17,Stapler,72,3.18,228.96
2023-04-20,Tape,95,1.25,118.75
2023-02-03,Tape,12,2.77,33.24
2023-05-07,Notebook,92,4.75,437.0
2023-04-30,Highlighter,72,1.23,88.56
2023-01-30,Pencil,40,6.7,268.0
2023-02-24,Paper Clips,27,2.18,58.86
2023-01-30,Ruler,4,1.81,7.24
2023-02-15,Eraser,56,7.38,413.28
2023-01-24,Stapler,71,7.74,549.54
2023-05-18,Scissors,59,8.26,487.34
2023-03-08,Eraser,12,3.99,47.88
2023-04-27,Calculator,63,8.24,519.12
2023-02-07,Pen,4,9.39,37.56
2023-02-24,Stapler,84,8.41,706.44
2023-02-11,Scissors,72,1.98,142.56
2023-05-08,Calculator,36,2.23,80.28
2023-05-20,Ruler,63,3.31,208.53
2023-01-15,Ruler,82,9.89,810.98
2023-05-15,Eraser,46,1.12,51.52
2023-04-07,Paper Clips,11,5.08,55.88
2023-03-10,Calculator,62,6.44,399.28
2023-05-21,Tape,10,4.63,46.3
2023-03-10,Markers,26,2.12,55.12
2023-05-23,Eraser,10,9.56,95.6
2023-03-14,Markers,1,5.97,5.97
2023-05-16,Scissors,15,5.61,84.15
2023-02-07,Markers,97,1.42,137.74
2023-01-20,Stapler,40,9.15,366.0
2023-03-10,Markers,15,3.95,59.25
2023-05-04,Notebook,77,8.4,646.8
2023-05-16,Pencil,20,2.23,44.6
2023-04-20,Ruler,32,9.74,311.68
2023-02-05,Scissors,24,6.38,153.12
2023-04-06,Scissors,7,6.14,42.98
2023-03-06,Paper Clips,61,4.38,267.18
2023-02-08,Ruler,100,6.37,637.0
2023-05-14,Highlighter,13,6.65,86.45
2023-02-20,Eraser,81,4.9,396.9
2023-01-30,Eraser,35,2.32,81.2
2023-04-15,Pen,70,7.71,539.7
2023-03-05,Eraser,45,1.53,68.85
2023-03-15,Eraser,34,4.33,147.22
2023-05-23,Pen,35,9.75,341.25
2023-02-09,Pen,10,1.38,13.8
2023-02-09,Calculator,3,4.19,12.57
2023-02-02,Paper Clips,52,8.1,421.2
2023-03-24,Calculator,77,3.06,235.62
2023-05-25,Highlighter,97,6.92,671.24
2023-01-11,Ruler,81,8.26,669.06
2023-05-14,Notebook,70,5.72,400.4
2023-05-10,Notebook,68,9.66,656.88
2023-02-04,Pen,20,5.95,119.0
2023-02-17,Calculator,3,1.5,4.5
2023-03-05,Scissors,95,4.68,444.6
2023-01-24,Scissors,66,5.65,372.9
2023-03-24,Pencil,39,6.08,237.12
2023-04-17,Tape,58,4.56,264.48
2023-01-17,Paper Clips,42,6.51,273.42
2023-04-05,Notebook,92,1.64,150.88
2023-05-15,Eraser,29,5.52,160.08
2023-05-02,Tape,6,8.11,48.66
2023-05-21,Highlighter,36,7.69,276.84
2023-02-12,Stapler,24,6.49,155.76
2023-03-20,Ruler,2,9.33,18.66
2023-05-25,Tape,65,3.51,228.15
2023-04-20,Scissors,49,3.09,151.41
2023-05-22,Pen,39,2.49,97.11
2023-01-25,Paper Clips,20,6.64,132.8
2023-04-20,Highlighter,86,5.5,473.0
2023-02-07,Ruler,45,6.97,313.65
2023-03-20,Stapler,31,7.77,240.87
2023-02-07,Tape,4,2.44,9.76
2023-02-05,Markers,69,7.7,531.3
2023-05-24,Pencil,87,5.57,484.59
2023-01-27,Pen,78,9.96,776.88
2023-03-17,Highlighter,75,5.13,384.75
2023-01-03,Paper Clips,46,9.39,431.94
2023-02-07,Stapler,96,2.71,260.16
2023-03-17,Tape,76,7.12,541.12
2023-01-03,Highlighter,46,9.95,457.7
2023-03-14,Calculator,61,9.5,579.5
2023-05-07,Eraser,52,6.58,342.16
2023-01-15,Calculator,81,5.56,450.36
2023-01-12,Eraser,13,9.25,120.25
2023-02-20,Tape,77,6.41,493.57
2023-05-26,Stapler,56,2.46,137.76
2023-02-09,Ruler,70,2.14,149.8
2023-02-20,Ruler,22,1.64,36.08
2023-01-17,Scissors,78,6.64,517.92
2023-01-06,Stapler,16,3.29,52.64
2023-05-15,Stapler,2,1.96,3.92
2023-03-21,Markers,40,4.43,177.2
2023-02-07,Markers,18,4.12,74.16
2023-04-09,Notebook,39,7.39,288.21
2023-01-23,Notebook,12,6.76,81.12
2023-05-26,Calculator,65,5.6,364.0
2023-02-08,Scissors,16,8.68,138.88
2023-05-21,Stapler,17,8.71,148.07
2023-03-14,Notebook,86,8.2,705.2
2023-02-12,Calculator,8,9.46,75.68
2023-04-14,Calculator,64,8.61,551.04
2023-04-16,Highlighter,24,7.61,182.64
2023-02-27,Notebook,88,4.73,416.24
2023-05-07,Highlighter,94,5.66,532.04
2023-03-18,Tape,40,7.37,294.8
2023-03-13,Tape,86,1.87,160.82
2023-01-25,Calculator,62,3.06,189.72
2023-05-21,Markers,48,7.88,378.24
2023-05-21,Tape,4,3.45,13.8
2023-04-25,Stapler,84,1.16,97.44
2023-03-20,Highlighter,35,3.1,108.5
2023-01-24,Paper Clips,55,1.46,80.3
2023-04-21,Highlighter,82,9.17,751.94
2023-04-29,Stapler,82,8.2,672.4
2023-05-29,Scissors,58,1.1,63.8
2023-03-02,Calculator,34,2.93,99.62
2023-05-12,Eraser,10,4.37,43.7
2023-04-30,Pencil,84,4.8,403.2
2023-04-17,Tape,58,8.17,473.86
2023-04-09,Notebook,32,7.91,253.12
2023-01-27,Markers,49,7.54,369.46
2023-04-03,Markers,16,4.48,71.68
2023-05-05,Eraser,12,6.98,83.76
2023-04-13,Calculator,48,1.29,61.92
2023-03-26,Eraser,60,3.27,196.2
2023-01-19,Paper Clips,17,8.76,148.92
2023-01-16,Stapler,11,6.04,66.44
2023-04-20,Eraser,54,5.08,274.32
2023-03-26,Ruler,80,2.0,160.0
2023-02-05,Ruler,66,8.52,562.32
2023-03-18,Markers,44,4.63,203.72
2023-04-25,Tape,26,6.98,181.48
2023-01-09,Pencil,88,2.98,262.24
2023-04-09,Scissors,70,3.66,256.2
2023-05-05,Ruler,11,9.49,104.39
2023-04-27,Markers,20,4.24,84.8
2023-03-28,Paper Clips,62,7.17,444.54
2023-04-06,Notebook,20,9.04,180.8
2023-03-13,Ruler,18,5.96,107.28
2023-03-26,Stapler,4,8.11,32.44
2023-02-22,Eraser,81,9.97,807.57
2023-05-17,Stapler,17,9.77,166.09
2023-05-29,Highlighter,23,2.96,68.08
2023-01-25,Pen,99,7.6,752.4
2023-05-03,Stapler,16,5.44,87.04
2023-05-26,Notebook,21,7.83,164.43
2023-03-04,Markers,17,9.46,160.82
2023-02-28,Ruler,38,1.76,66.88
2023-05-12,Calculator,72,6.33,455.76
2023-01-22,Stapler,88,2.24,197.12
2023-02-27,Stapler,80,2.34,187.2
2023-01-12,Pencil,70,9.08,635.6
2023-01-06,Tape,61,3.01,183.61
2023-01-16,Paper Clips,47,1.55,72.85
2023-04-24,Calculator,64,3.75,240.0
2023-04-30,Eraser,88,8.57,754.16
2023-03-13,Pen,54,3.63,196.02
2023-04-23,Highlighter,5,7.86,39.3
2023-03-29,Ruler,73,3.9,284.7
2023-01-22,Calculator,90,9.14,822.6
2023-01-13,Scissors,50,7.1,355.0
2023-02-20,Pen,17,3.56,60.52
2023-01-03,Paper Clips,91,3.53,321.23
2023-03-11,Paper Clips,44,1.11,48.84
2023-02-28,Eraser,24,1.44,34.56
2023-04-28,Tape,89,3.44,306.16
2023-03-22,Stapler,89,5.35,476.15
2023-02-14,Calculator,57,3.38,192.66
2023-03-11,Pen,78,2.7,210.6
2023-03-23,Scissors,51,4.63,236.13
2023-03-23,Pencil,96,9.39,901.44
2023-04-14,Pen,59,7.83,461.97
2023-04-06,Eraser,47,1.22,57.34
2023-04-30,Notebook,44,6.68,293.92
2023-05-20,Scissors,78,8.61,671.58
2023-01-11,Tape,41,3.34,136.94
2023-02-28,Pencil,16,4.8,76.8
2023-01-12,Scissors,16,4.19,67.04
2023-05-01,Eraser,29,6.05,175.45
2023-02-22,Markers,18,2.52,45.36
2023-01-12,Eraser,6,7.24,43.44
2023-01-07,Eraser,97,4.3,417.1
2023-01-13,Scissors,84,5.07,425.88
2023-02-23,Notebook,82,2.78,227.96
2023-04-16,Ruler,40,7.8,312.0
2023-01-17,Paper Clips,25,4.53,113.25
2023-01-14,Notebook,32,4.26,136.32
2023-02-01,Tape,4,1.24,4.96
2023-05-20,Eraser,92,5.25,483.0
2023-02-04,Markers,13,2.88,37.44
2023-03-24,Ruler,77,4.84,372.68
2023-03-22,Stapler,76,5.84,443.84
2023-04-07,Markers,24,2.47,59.28
2023-02-08,Pencil,55,1.41,77.55
2023-05-02,Stapler,71,4.38,310.98
2023-02-13,Ruler,87,8.47,736.89
2023-03-08,Eraser,83,5.86,486.38
2023-01-14,Pencil,98,1.79,175.42
2023-03-29,Ruler,47,4.71,221.37
2023-05-16,Highlighter,45,3.98,179.1
2023-04-04,Eraser,25,3.07,76.75
2023-02-22,Paper Clips,41,6.36,260.76
2023-02-01,Tape,96,9.32,894.72
2023-05-15,Stapler,56,2.03,113.68
2023-01-08,Eraser,96,7.02,673.92
2023-04-29,Pencil,59,9.32,549.88
2023-02-05,Eraser,7,6.04,42.28
2023-05-19,Scissors,44,4.78,210.32
2023-03-07,Tape,61,2.14,130.54
2023-04-04,Calculator,96,4.47,429.12
2023-02-10,Eraser,65,1.53,99.45
2023-03-12,Paper Clips,14,8.4,117.6
2023-05-23,Ruler,63,9.47,596.61
2023-05-15,Markers,10,6.61,66.1
2023-05-03,Paper Clips,3,4.13,12.39
2023-01-01,Calculator,78,4.69,365.82
2023-05-21,Tape,57,1.65,94.05
2023-03-15,Pencil,19,7.46,141.74
2023-01-28,Stapler,15,9.82,147.3
2023-05-25,Notebook,75,7.17,537.75
2023-04-01,Calculator,69,9.15,631.35
2023-04-16,Tape,75,6.25,468.75
2023-01-27,Scissors,66,2.97,196.02
2023-02-03,Calculator,3,8.0,24.0
2023-01-24,Pencil,77,6.83,525.91
2023-05-22,Calculator,75,2.01,150.75
2023-03-16,Paper Clips,95,5.59,531.05
2023-03-17,Eraser,21,5.97,125.37
2023-04-20,Tape,23,2.68,61.64
2023-01-03,Highlighter,56,6.48,362.88
2023-02-14,Eraser,8,4.38,35.04
2023-04-24,Highlighter,63,5.76,362.88
2023-03-15,Paper Clips,25,7.26,181.5
2023-01-24,Ruler,75,2.7,202.5
2023-03-11,Notebook,93,2.84,264.12
2023-02-14,Pencil,83,1.47,122.01
2023-03-03,Pen,89,4.84,430.76
2023-02-02,Pen,81,3.54,286.74
2023-01-13,Calculator,93,7.61,707.73
2023-04-14,Calculator,100,8.99,899.0
2023-04-14,Pencil,83,2.8,232.4
2023-03-18,Pencil,3,7.58,22.74
2023-05-14,Paper Clips,1,2.1,2.1
2023-01-09,Markers,81,8.8,712.8
2023-01-27,Highlighter,16,6.07,97.12
2023-01-04,Markers,34,7.83,266.22
2023-05-20,Tape,88,3.44,302.72
2023-03-28,Notebook,45,6.01,270.45
2023-05-20,Highlighter,35,4.56,159.6
2023-04-26,Paper Clips,16,1.82,29.12
2023-03-11,Highlighter,34,6.97,236.98
2023-04-14,Paper Clips,3,8.02,24.06
2023-03-16,Pen,79,4.65,367.35
2023-05-05,Pen,47,7.24,340.28
2023-01-14,Paper Clips,2,1.54,3.08
2023-02-25,Pencil,14,6.29,88.06
2023-03-10,Pen,15,7.38,110.7
2023-02-25,Tape,51,4.31,219.81
2023-02-01,Scissors,11,7.55,83.05
2023-01-13,Stapler,90,1.84,165.6
2023-03-22,Calculator,65,5.55,360.75
2023-01-31,Ruler,84,3.61,303.24
2023-05-24,Notebook,65,9.26,601.9
2023-01-23,Paper Clips,32,9.04,289.28
2023-05-14,Tape,73,3.76,274.48
2023-05-07,Calculator,66,7.41,489.06
2023-03-23,Highlighter,91,4.58,416.78
2023-02-17,Calculator,21,8.83,185.43
2023-03-22,Markers,97,9.44,915.68
2023-02-16,Stapler,13,8.99,116.87
2023-03-26,Pen,95,1.64,155.8
2023-01-29,Paper Clips,38,9.24,351.12
2023-01-17,Ruler,2,4.04,8.08
2023-01-13,Pencil,46,9.0,414.0
2023-05-26,Paper Clips,58,5.02,291.16
2023-03-16,Paper Clips,15,7.89,118.35
2023-04-15,Pencil,61,6.09,371.49
2023-03-01,Highlighter,58,9.31,539.98
2023-05-07,Notebook,35,3.84,134.4
2023-05-25,Pencil,78,2.19,170.82
2023-03-08,Tape,4,9.91,39.64
2023-05-22,Pencil,99,1.59,157.41
2023-01-15,Paper Clips,90,7.92,712.8
2023-03-30,Scissors,14,9.44,132.16
2023-01-15,Highlighter,35,5.09,178.15
2023-02-17,Calculator,3,7.91,23.73
2023-05-26,Pen,9,1.32,11.88
2023-03-14,Pencil,73,4.82,351.86
2023-02-25,Pencil,69,2.17,149.73
2023-02-11,Markers,45,2.84,127.8
2023-03-15,Paper Clips,28,2.82,78.96
2023-04-19,Eraser,20,8.31,166.2
2023-02-09,Stapler,4,3.89,15.56
2023-04-17,Notebook,93,8.62,801.66
2023-05-19,Eraser,15,9.2,138.0
2023-05-19,Paper Clips,60,3.16,189.6
2023-04-28,Pencil,81,1.26,102.06
2023-05-15,Highlighter,5,6.56,32.8
2023-03-26,Notebook,87,9.97,867.39
2023-04-17,Pen,9,9.85,88.65
2023-01-27,Calculator,71,3.41,242.11
2023-02-15,Scissors,92,4.52,415.84
2023-05-19,Markers,66,2.59,170.94
2023-02-17,Notebook,56,3.5,196.0
2023-02-04,Calculator,94,2.44,229.36
2023-04-17,Notebook,74,8.94,661.56
2023-01-25,Scissors,67,1.04,69.68
2023-02-26,Eraser,13,4.59,59.67
2023-05-31,Pencil,10,7.55,75.5
2023-04-06,Pen,23,7.12,163.76
2023-03-25,Eraser,9,3.22,28.98
2023-03-21,Scissors,82,3.16,259.12
2023-03-02,Calculator,93,2.63,244.59
2023-01-26,Pencil,61,4.67,284.87
2023-02-08,Tape,37,2.23,82.51
2023-02-17,Pen,94,4.35,408.9
2023-02-10,Scissors,94,5.35,502.9
2023-05-27,Calculator,48,2.35,112.8
2023-01-17,Markers,1,7.99,7.99
2023-03-20,Ruler,28,4.58,128.24
2023-01-23,Ruler,25,1.12,28.0
2023-01-27,Pencil,58,9.95,577.1
2023-04-05,Stapler,14,2.42,33.88
2023-02-16,Paper Clips,14,6.8,95.2
2023-01-03,Paper Clips,97,7.21,699.37
2023-03-11,Eraser,30,2.35,70.5
2023-02-20,Markers,27,9.91,267.57
2023-02-09,Ruler,70,2.84,198.8
2023-04-09,Pen,93,8.55,795.15
2023-01-24,Paper Clips,2,1.82,3.64
2023-03-22,Pencil,73,1.43,104.39
2023-05-30,Highlighter,4,1.09,4.36
2023-03-10,Tape,32,9.21,294.72
2023-02-22,Markers,33,5.62,185.46
2023-02-05,Highlighter,35,4.32,151.2
2023-03-27,Stapler,33,8.97,296.01
2023-02-09,Pen,97,8.33,808.01
2023-01-24,Markers,13,9.67,125.71
2023-02-24,Markers,95,5.62,533.9
2023-03-07,Markers,91,2.96,269.36
2023-01-22,Calculator,44,7.85,345.4
2023-01-12,Highlighter,93,1.53,142.29
2023-04-15,Highlighter,89,8.9,792.1
2023-01-26,Eraser,55,9.4,517.0
2023-05-17,Ruler,92,7.43,683.56
2023-03-12,Calculator,32,9.02,288.64
2023-05-09,Tape,57,3.85,219.45
2023-03-21,Calculator,84,8.22,690.48
2023-03-27,Pen,26,8.03,208.78
2023-01-17,Eraser,42,5.11,214.62
2023-03-25,Pen,4,3.43,13.72
2023-05-26,Stapler,36,7.49,269.64
2023-01-12,Calculator,31,5.97,185.07
2023-04-12,Notebook,24,7.31,175.44
2023-01-03,Paper Clips,31,5.67,175.77
2023-03-14,Tape,25,8.55,213.75
2023-03-07,Calculator,100,9.34,934.0
2023-03-05,Highlighter,55,3.04,167.2
2023-05-24,Eraser,46,4.24,195.04
2023-04-13,Eraser,92,2.56,235.52
2023-04-02,Pencil,93,3.22,299.46
2023-04-13,Tape,19,6.24,118.56
2023-04-16,Highlighter,77,7.4,569.8
2023-02-03,Paper Clips,73,9.66,705.18
2023-02-28,Notebook,77,4.09,314.93
2023-04-26,Paper Clips,18,3.54,63.72
2023-01-17,Calculator,3,6.41,19.23
2023-02-03,Scissors,14,2.28,31.92
2023-02-27,Tape,51,8.52,434.52
2023-05-16,Ruler,27,6.55,176.85
2023-04-08,Eraser,41,1.04,42.64
2023-03-26,Ruler,79,8.28,654.12
2023-03-06,Paper Clips,49,3.69,180.81
2023-03-28,Eraser,75,9.37,702.75
2023-02-16,Pencil,64,8.85,566.4
2023-05-11,Calculator,63,9.2,579.6
2023-02-26,Notebook,94,3.26,306.44
2023-03-19,Paper Clips,75,8.43,632.25
2023-03-08,Eraser,1,7.25,7.25
2023-04-12,Pen,11,8.44,92.84
2023-03-28,Pen,54,6.27,338.58
2023-01-29,Scissors,36,7.46,268.56
2023-01-30,Tape,61,8.32,507.52
2023-02-02,Pen,30,5.26,157.8
2023-01-03,Markers,6,8.45,50.7
2023-03-28,Eraser,61,8.82,538.02
2023-04-13,Tape,17,8.11,137.87
2023-03-03,Highlighter,13,6.23,80.99
2023-05-03,Paper Clips,31,4.26,132.06
2023-03-03,Highlighter,68,1.95,132.6
2023-03-19,Pencil,38,4.58,174.04
2023-03-14,Pencil,41,8.7,356.7
2023-05-04,Tape,53,8.73,462.69
2023-02-18,Markers,46,4.02,184.92
2023-04-13,Ruler,26,9.64,250.64
